id,state_id,state,district_id,district,city_id,city,loc_id,locality,subloc_id,sublocality,alt_name,pincode,latitude1,longitude1,latitude2,longitude2
3834,21,Maharashtra,161,Amravati,184,Amravati,12697,Gopal Nagar,24606,Jayaram Nagar,,444605,20.915019,77.757165,20.924425,77.755215
3835,21,Maharashtra,161,Amravati,184,Amravati,12698,MIDC Area,24607,Amravati MIDC,,444607,20.888405,77.759477,20.924425,77.755215
3836,21,Maharashtra,161,Amravati,184,Amravati,12698,MIDC Area,24608,Deogiri,,444607,20.882854,77.761688,20.924425,77.755215
3837,21,Maharashtra,161,Amravati,184,Amravati,12699,Dastur Nagar,24609,Ambika Nagar,,444605,20.917841,77.762831,20.924425,77.755215
3838,21,Maharashtra,161,Amravati,184,Amravati,12699,Dastur Nagar,24610,Sindhu Nagar,,444605,20.914243,77.764905,20.924425,77.755215
3839,21,Maharashtra,161,Amravati,184,Amravati,12699,Dastur Nagar,24611,Shanti Nagar,,444605,20.916266,77.771341,20.924425,77.755215
3840,21,Maharashtra,161,Amravati,184,Amravati,12699,Dastur Nagar,24612,Yashoda Nagar,,444605,20.911997,77.768757,20.924425,77.755215
3841,21,Maharashtra,161,Amravati,184,Amravati,12699,Dastur Nagar,24613,Kaloti Nagar,,444605,20.90986,77.770309,20.924425,77.755215
3842,21,Maharashtra,161,Amravati,184,Amravati,12699,Dastur Nagar,24614,Shirbhate Layout,,444605,20.910991,77.773542,20.924425,77.755215
3843,21,Maharashtra,161,Amravati,184,Amravati,12699,Dastur Nagar,24615,Jawad Nagar,,444607,20.902657,77.764881,20.924425,77.755215
3844,21,Maharashtra,161,Amravati,184,Amravati,12699,Dastur Nagar,24616,New Colony,,444605,20.906897,77.77028,20.924425,77.755215
3845,21,Maharashtra,161,Amravati,184,Amravati,12699,Dastur Nagar,24617,Meherbaba Colony,,444607,20.900756,77.767657,20.924425,77.755215
3846,21,Maharashtra,161,Amravati,184,Amravati,12699,Dastur Nagar,24618,Vidyapith Colony,,444607,20.89889,77.763431,20.924425,77.755215
